"N°","Color","Equipo Autonomo","Prioridad","Fecha apertura","Descripción anomalia","Estado actual"
"257","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Camisa de extrusor con desgaste excesivo. Reemplazar por nuevo #G1-70","Cerrada"
"260","Roja","Servicios Auxiliares","Alta","2019-03-29T23:10:10.000Z","Modificar pasarela sobre planetario. Dificulta operaciones de mantenimiento en cambio extracción de camisa del planetario y alimentación #G3-79","Cerrada"
"261","Roja","Servicios Auxiliares","Alta","2019-03-29T23:10:10.000Z","Cable VGA a monitor de pupitre operario C43 con falso contacto #G3-80","Cerrada"
"262","Roja","Servicios Auxiliares","Alta","2019-03-29T23:10:10.000Z","Electroválvula expuesta, mal instalada #G3-81","Cerrada"
"263","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Cañería retorno de aceite camisa extrusor inf sin aislación #G1-82","Cerrada"
"276","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Verificar si anda llave detector de metales/ identificación/ identificar ON/OFF #G1-541","Cerrada"
"277","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Llaves/ acoples sistema de enfriamiento oxidados. Ocurre en todos los ductos #G1-542","Cerrada"
"278","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Perdida de aceite en reductor de extrusor inferior #G1-544","Cerrada"
"282","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Colocar motor #G1-803","Cerrada"
"283","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Bisagra rota #G1-804","Cerrada"
"284","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Cable roto en cabina de extracción de gases #G1-805","Cerrada"
"285","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Porta PT100 defectuoso, reemplazar #G1-806","Cerrada"
"286","Roja","Servicios Auxiliares","Alta","2019-03-29T23:10:10.000Z","Pt 100 de termómetro de termómetro de alarma de  temperatura de aceite no funciona #G3-807","Cerrada"
"287","Roja","Servicios Auxiliares","Alta","2019-03-29T23:10:10.000Z","Cables en bandeja porta cables desordenados en sala de tablero #G3-808","Cerrada"
"289","Roja","Servicios Auxiliares","Alta","2019-03-29T23:10:10.000Z","Planos e información técnica incompleta desordenando y sin codificar en sala de tableros #G3-810","Cerrada"
"288","Roja","Servicios Auxiliares","Alta","2019-03-29T23:10:10.000Z","Cables en bandeja desordenados en sala de tableros #G3-809","Cerrada"
"291","Roja","Servicios Auxiliares","Media","2019-03-29T23:10:10.000Z","Gabinete puerta roto #G3-812","Cerrada"
"292","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Colocar ventana a tablero #G1-816","Cerrada"
"290","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Perdida de aceite batea para recolección #G1-811","Cerrada"
"293","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Conector cabezal roto. Reemplazar #G1-817","Cerrada"
"294","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Conector cabezal roto. Reemplazar #G1-818","Cerrada"
"295","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Cableado en equipo Lendi muy desprolijo #G1-850","Cerrada"
"296","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Aislación deteriorada #G1-853","Cerrada"
"297","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Sujetador cable tolva #G1-854","Cerrada"
"298","Roja","Alimentación y Extrusión","Alta","2019-03-29T23:10:10.000Z","Pierde aceite el reductor #G1-855","Cerrada"
"299","Roja","Alimentación y Extrusión","Media","2019-03-29T23:10:10.000Z","Manguera de descarga de los ciclones rotas y sucias, cambiar #G1-907","Cerrada"
"301","Roja","Calandrado","Media","2019-03-31T23:10:10.000Z","Cambiar sistema de patines que controlan el bobinado, bien paralelos al lateral de la bobina y fácil desplazamiento #G2-815","Cerrada"
"305","Roja","Calandrado","Media","2019-04-04T23:10:10.000Z","El prensacable del fluorescente de fosa esta roto, reparar y cablear con soporte a la pared #G2-85","Cerrada"
"307","Roja","Calandrado","Media","2019-04-04T23:10:10.000Z","Prensacable roto y suelto en motor de 2° par de frio. Conectar y reparar #G2-538","Cerrada"
"309","Roja","Calandrado","Media","2019-04-04T23:10:10.000Z","Conexión de aire con T y fuera de bandeja. Utilizar conector y caño rígido mas distribuidor en manguera de aire de balancín #G2-800","Cerrada"
"310","Roja","Calandrado","Alta","2019-04-04T23:10:10.000Z","Mangueras de aire rozan con cardan rolo de frio y estas agarradas con precinto en zona de fosa bajo el rolo opresor. Hacer conexión solida con tornillos y caño #G2-801","Cerrada"
"311","Roja","Servicios Auxiliares","Alta","2019-04-04T23:10:10.000Z","Cambiar válvula de agua fría, están muy oxidadas #G3-814","Cerrada"
"312","Roja","Alimentación y Extrusión","Media","2019-04-04T23:10:10.000Z","Reemplazo de fuelle en cabezal superior e inferior #G1-815","Cerrada"
"313","Roja","Calandrado","Media","2019-04-04T23:10:10.000Z","Conectar correctamente mangueras de aire del cilindro opresor de goma #G2-903","Cerrada"
"314","Roja","Servicios Auxiliares","Media","2019-04-04T23:10:10.000Z","Se debe realizar limpieza en el sector de caja de bombas de rolo frio #G3-904","Cerrada"
"315","Roja","Servicios Auxiliares","Alta","2019-04-04T23:10:10.000Z","Cambiar unión doble y cupla bomba agua fría rolo gofrador #G3-905","Cerrada"
"316","Roja","Servicios Auxiliares","Alta","2019-04-04T23:10:10.000Z","Sacar cable en desuso #G3-906","Cerrada"
"318","Roja","Alimentación y Extrusión","Media","2019-04-04T23:10:10.000Z","Reemplazo de toma en entrada de cable en cabezal inferior #G1-1002","Cerrada"
"320","Roja","Servicios Auxiliares","Alta","2019-04-04T23:10:10.000Z","Cambiar uniones y derivaciones, perdida de agua fría #G3-1003","Cerrada"
"322","Roja","Alimentación y Extrusión","Media","2019-04-04T23:10:10.000Z","Reemplazo de toma en entrada de cable en cabezal de extrusor #G1-1004","Cerrada"
"325","Roja","Calandrado","Alta","2019-04-12T23:10:10.000Z","Perdida de aceite controlar y reparar #G2-539","Cerrada"
"326","Roja","Calandrado","Media","2019-04-12T23:10:10.000Z","Bajar campana de extracción y hacer lavar con hidro para sacar material depositado en las paredes #G2-1000","Cerrada"
"327","Roja","Calandrado","Alta","2019-04-15T23:10:10.000Z","Alinear parrilla de estiro, produce deformaciones en el film #G2-1001","Cerrada"
"328","Roja","Calandrado","Alta","2019-04-15T23:10:10.000Z","Regular cuchillas del equipo trabaja una separada por acumulación de material #G2-1051","Cerrada"
"334","Roja","Alimentación y Extrusión","Media","2019-04-17T23:10:10.000Z","Ordenar cable Pt-100 de calentamiento de maquina #G1-1009","Cerrada"
"337","Roja","Alimentación y Extrusión","Media","2019-04-17T23:10:10.000Z","Sujetar yunto en tornillo extrusor #G1-1010","Cerrada"
"338","Roja","Alimentación y Extrusión","Alta","2019-04-17T23:10:10.000Z","Vibración del sist trasit-tube en alimentación de maq. #G1-1011","Cerrada"
"339","Roja","Alimentación y Extrusión","Media","2019-04-17T23:10:10.000Z","Eliminar / mejorar sist de descarga de silo #G1-1012","Cerrada"
"340","Roja","Alimentación y Extrusión","Media","2019-04-17T23:10:10.000Z","Mejorar / separar chapa suelta de fosa de carro extrusor #G1-1013","Cerrada"
"341","Roja","Calandrado","Media","2019-04-20T23:10:10.000Z","Soporte manipulador doblado #G2-1029","Cerrada"
"342","Roja","Calandrado","Media","2019-04-22T23:10:10.000Z","Colocar pulsador de emergencia cerca de rolos traino por riesgo de atrapamiento en molino de refile #G2-1015","Cerrada"
"343","Roja","Calandrado","Media","2019-04-22T23:10:10.000Z","Cambiar equipo de tubos fluorescentes. Se encuentran sin funcionar #G2-1016","Cerrada"
"365","Roja","Servicios Auxiliares","Alta","2019-04-23T23:10:10.000Z","Tablero eléctrico no cuenta con planos lo que genera perdida de tiempo en reparaciones y generar fallas #G3-1024","Cerrada"
"366","Roja","Servicios Auxiliares","Baja","2019-04-23T23:10:10.000Z","Falta manija de válvula en serv Aux de rolos estiro #G3-1025","Cerrada"
"367","Roja","Servicios Auxiliares","Media","2019-04-23T23:10:10.000Z","Bomba con perdida en empaquetadura #G3-1026","Cerrada"
"368","Roja","Servicios Auxiliares","Alta","2019-04-23T23:10:10.000Z","Chapa de piso (cobertor de canaleta de cables) esta deformado, al pisarlo se levanta #G3-1027","Cerrada"
"369","Roja","Alimentación y Extrusión","Media","2019-04-23T23:10:10.000Z","Pintado de pared extrusor #G1-1028","Cerrada"
"370","Roja","Servicios Auxiliares","Alta","2019-04-23T23:10:10.000Z","Falta orden en tablero eléctrico, faltan planos eléctricos #G3-1030","Cerrada"
"371","Roja","Calandrado","Media","2019-04-23T23:10:10.000Z","Perdida en tacho de aceite. Pierde por las manijas #G2-1031","Cerrada"
"372","Roja","Calandrado","Media","2019-04-23T23:10:10.000Z","Pluma de seguridad debajo de rolos - Cables dañados en mal estado #G2-1032","Cerrada"
"373","Roja","Servicios Auxiliares","Media","2019-04-23T23:10:10.000Z","Actuador sin tapa de protección de plaqueta #G3-1033","Cerrada"
"374","Roja","Alimentación y Extrusión","Baja","2019-04-23T23:10:10.000Z","Ingreso de agua de refrigeración anulado #G1-1034","Cerrada"
"375","Roja","Servicios Auxiliares","Alta","2019-04-23T23:10:10.000Z","En bombas equipo extrusión, faltan planos eléctricos #G3-1035","Cerrada"
"376","Roja","Servicios Auxiliares","Alta","2019-04-23T23:10:10.000Z","Cable en aceite con recubrimiento deteriorado en bomba 2 #G3-1036","Cerrada"
"377","Roja","Servicios Auxiliares","Alta","2019-04-23T23:10:10.000Z","4 cables cortados en bandeja #G3-1037","Cerrada"
"378","Roja","Alimentación y Extrusión","Media","2019-04-23T23:10:10.000Z","Falta aislante en caños de aceite en yunto tronillo extrusor #G1-1038","Cerrada"
"379","Roja","Alimentación y Extrusión","Media","2019-04-23T23:10:10.000Z","Aislación y llaves deterioradas y corroídas por agua de condensado la entrada de extrusor #G1-1039","Cerrada"
"380","Roja","Calandrado","Alta","2019-04-23T23:10:10.000Z","El ducto de aspiración de la campana no cierra porque tiene desconectado el sistema de cilindros. Hay condensado #G2-1040","Abierta"
"381","Roja","Calandrado","Media","2019-04-23T23:10:10.000Z","Colocar flexible de protección en cable encoder de rolo medio del lado derecho #G2-1041","Cerrada"
"382","Roja","Calandrado","Media","2019-04-23T23:10:10.000Z","Colocar flexible de protección en cable encoder de rolo medio del lado izquierdo #G2-1042","Cerrada"
"383","Roja","Calandrado","Media","2019-04-23T23:10:10.000Z","Cambiar flexibles de motores rolos estiro están dañados #G2-1043","Cerrada"
"384","Roja","Servicios Auxiliares","Media","2019-04-23T23:10:10.000Z","Caño corrugado en desuso en fosa de cables debajo de tablero de extrusor #G3-1044","Cerrada"
"385","Roja","Alimentación y Extrusión","Media","2019-04-23T23:10:10.000Z","Perdida de aceite por la junta de la camisa del planetario #G1-1053","Cerrada"
"386","Roja","Alimentación y Extrusión","Alta","2019-04-23T23:10:10.000Z","Falta plataforma/pasillo de trabajo. #G1-2081","Cerrada"
"387","Roja","Calandrado","Alta","2019-04-24T23:10:10.000Z","Elevada corriente en 3ª par de estiro. Problema mecanico #G2-1054","Cerrada"
"388","Roja","Calandrado","Alta","2019-04-24T23:10:10.000Z","Parilla estiro 5° y 6° par desnivelada genera deformacion en material #G2-1055","Cerrada"
"389","Roja","Calandrado","Alta","2019-04-25T23:10:10.000Z","Rolo fijo 5° par en calandra no gira, problema de transmision #G2-1056","Cerrada"
"390","Roja","Alimentación y Extrusión","Media","2019-04-26T23:10:10.000Z","Falla control de temperatura actuador, valvula de 3 vias defectuoso #G1-1057","Cerrada"
"391","Roja","Calandrado","Alta","2019-04-28T23:10:10.000Z","Presion de trabajo de rolo opresor excede los parametros aceptables #G2-1058","Cerrada"
"397","Roja","Calandrado","Alta","2019-04-30T23:10:10.000Z","Lampara OCS en calandra fuera de lugar #G2-1045","Cerrada"
"398","Roja","Alimentación y Extrusión","Alta","2019-04-30T23:10:10.000Z","Manguera con perdida de agua en foza de bomba de vacio #G1-1046","Cerrada"
"400","Roja","Alimentación y Extrusión","Alta","2019-05-02T23:10:10.000Z","Perdida de aceite en bomba de lubricacion de planetario #G1-1017","Cerrada"
"402","Roja","Calandrado","Alta","2019-05-03T23:10:10.000Z","Modificar apertura de los rolos de frio, en automatico, sistema original de la maq. (fue modificado) #G2-1014","Cerrada"
"403","Roja","Calandrado","Media","2019-05-03T23:10:10.000Z","Modificar la escalera para subir al tren de frio sobre la plataforma de laminado #G2-1018","Cerrada"
"404","Roja","Calandrado","Alta","2019-05-03T23:10:10.000Z","Moficar el sistema para cambiar el recorrido del PE para laminar, evitar que el mismo pase por debajo de la plataforma #G2-1019","Cerrada"
"424","Roja","Alimentación y Extrusión","Media","2019-05-15T23:10:10.000Z","Conector con cable deteriorado en enchufe #G1-1060","Cerrada"
"425","Roja","Alimentación y Extrusión","Media","2019-05-15T23:10:10.000Z","Perdida de aceite en flexible de entrada de aceite en extrusor #G1-1061","Cerrada"
"427","Roja","Calandrado","Media","2019-05-15T23:10:10.000Z","Reparar gabinete FAG (Teclado) #G2-1063","Cerrada"
"426","Roja","Alimentación y Extrusión","Media","2019-05-15T23:10:10.000Z","Falta aislacion en entrada y salida de aceite en extrusor #G1-1062","Cerrada"
"428","Roja","Alimentación y Extrusión","Media","2019-05-15T23:10:10.000Z","Alarma presion de extrusor (tablero / planetario / extrusor / suelto /roto) #G1-1065","Cerrada"
"429","Roja","Servicios Auxiliares","Media","2019-05-15T23:10:10.000Z","Valvula sin guarde de proteccion en el sist de control #G3-1066","Cerrada"
"430","Roja","Calandrado","Alta","2019-05-15T23:10:10.000Z","Perdida de aceite en 6° par de estiro #G2-1067","Cerrada"
"431","Roja","Calandrado","Alta","2019-05-15T23:10:10.000Z","Perdida de aceite en 6° par de estiro #G2-1068","Cerrada"
"432","Roja","Calandrado","Media","2019-05-15T23:10:10.000Z","Perdida de aceite en yunto de tren de estiro por carbones #G2-1069","Cerrada"
